"filename", "language", "Properties", "Markdown", "ShaderLab", "JSON", "HLSL", "C#", "XML", "comment", "blank", "total"
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netcore50\zh-hant\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 340, 0, 0, 340
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\de\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\es\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\fr\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\it\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\ja\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 370, 0, 0, 370
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\ko\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 370, 0, 0, 370
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\ru\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 334, 0, 0, 334
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\zh-hans\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 338, 0, 0, 338
"g:\Kepler\Kepler\Packages\System.Diagnostics.Contracts.4.3.0\ref\netstandard1.0\zh-hant\System.Diagnostics.Contracts.xml", "XML", 0, 0, 0, 0, 0, 0, 340, 0, 0, 340
"g:\Kepler\Kepler\Packages\manifest.json", "JSON", 0, 0, 0, 46, 0, 0, 0, 0, 1, 47
"g:\Kepler\Kepler\Packages\packages-lock.json", "JSON", 0, 0, 0, 371, 0, 0, 0, 0, 1, 372
"g:\Kepler\Kepler\README.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 2, 3
"g:\Kepler\Kepler\msc\msc.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"Total", "-", 0, 1, 6589, 572, 4694, 43373, 311581, 4634, 10177, 381621
